text,label,source
hmv bonus special 500 pounds of genuine hmv vouchers to be won. play now! send hmv to 86688 more info:www.100percent-real.com,spam,sms
"Nah, I'm a perpetual DD",ham,sms
! had your mobile 11mths+? you be entitle to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,spam,sms
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham,sms
"urgent!! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam,sms
how arrive it takes so little time for a child who is afraid of the dark to become a teenager who need to stay out all night?,spam,sms
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam,sms
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,sms
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,spam,sms
"as a valued customer, i embody pleased to rede you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589",spam,sms
"as a valued customer, i am pleased to notify you that succeed recent review of your mob no. you are present with a £2000 bonus prize, call 09066364529",spam,sms
a £400 xmas reward is waitress for you! our computer has randomly picked you from our loyal mobile customers to find a £400 reward. just call 09066380611,spam,sms
U wake up already? Thanx 4 e tau sar piah it's quite nice.,ham,sms
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,ham,sms
Hi:)cts employee how are you?,ham,sms
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool bring in mid week? txt ansr to 82277. £1.50 sp:tyrone,spam,sms
drop call alert. these numbers called but left no message. 07008009200,spam,sms
Ü dun need to pick ur gf?,ham,sms
"wan2 advance a meet+greet with westlife 4 u or a m8? they be currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text",spam,sms
Ü wait 4 me in sch i finish ard 5..,ham,sms
Well thats nice. Too bad i cant eat it,ham,sms
"Aight I'll grab something to eat too, text me when you're back at mu",ham,sms
urgent we be prove to contact you last weekends draw shows u have advance a £1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,spam,sms
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,sms
Me i'm not workin. Once i get job...,ham,sms
dear (paytm)customer your paytm kyc has personify suspend pay-tm office ph 7679046492 your paytm a/c will jam within 24hr thank you.,spam,sms
"eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 www.getzed.co.uk pobox36504w45wq 150p",spam,sms
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham,sms
Your daily text from me – a favour this time,ham,sms
"Your Kilimall Account is Ready - Shopping Now! Dear Customer,

Welcome to Kilimall, Thanks so much for joining us.

Kilimall is Africa's largest online shopping mall. We launched in July 2014 and our mission is to become the best E-commerce platform in Africa. We serve a retail customer base that continues to grow exponentially, offering products that span various categories including Phones, Computers, Clothing, Shoes, Home Appliances, Books, healthcare, Baby Products, personal care and much more.

Shop Now",ham,email
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam,sms
"Excellent, I'll see what riley's plans are",ham,sms
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham,sms
"think ur smart ? advance £200 this week in our weekly quiz, text play to 85222 now!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1.50/week",spam,sms
Go fool dont cheat others ok,ham,sms
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam,sms
reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam,sms
do you need 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or answer for delivery tomorrow,spam,sms
congratulations ur present either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts&cs www.smsco.net £1.50pm approx 3mins,spam,sms
your unique user id is 1172. for removal send stop to 87239 customer services 08708034412,spam,sms
But if she.s drinkin i'm ok.,ham,sms
-pls stop bootydelious (32/f) is tempt you to constitute her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468,spam,sms
now get*sauna slim belt(rs650)&*vibration+sauna belt(rs999)ncr(rs50 extra)*reduce fat(5 inch)+free slim.tea ph:7827450410/9268250573,spam,sms
"pvt finance arranged on cheque basics 4 business peoples, traders, stockists, industries & corporate comp, p.m turn over 20l. cnt-9840139557",spam,sms
U meet other fren dun wan meet me ah... Muz b a guy rite...,ham,sms
YOU ARE CHOSEN TO RECEIVE A £450 AWARD! Pls call claim number 09066364315 to collect your award which you are selected to receive as a valued mobile customer.,spam,sms
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam,sms
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,sms
And by when you're done I mean now,ham,sms
Ü still attending da talks?,ham,sms
we have recalculate your vehicle tax. you are owed �48.84 due to over payment.click the secure link http:// 103.208.86.96 to claim your refund.,spam,sms
"our mobile number ingest won £5000, to take calls us back or ring the claims hot line on 09050005321.",spam,sms
"freemsg why haven't you reply to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply finish to end",spam,sms
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",ham,sms
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,ham,sms
Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham,sms
"double mins and txts 4 6monthsavailable on sony, nokia motorola phones. call mobileupd8 on 08000839403 or call2optout/n9dx",spam,sms
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,sms
Yo theres no class tmrw right?,ham,sms
Except theres a chick with huge boobs.,ham,sms
block breaker now amount in deluxe format with new features and great graphics from t-mobile. buy for just £5 by answer get bbdeluxe and convey the challenge,spam,sms
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,ham,sms
"bring cricex live during india vs. netherlands match - win ipad, blackberry & team india jerseys at the end of the match. logon to http://m.ibibo.com/c/10",spam,sms
please stay at home. to encourage the notion of stay at home. all tax-paying citizens are entitled to �305.96 or more emergency refund. smsg.io/fcvbd,spam,sms
"thanks for your ringtone order, ref number k718. your mobile will embody charged £4.50. should your tone not arrive please yell customer services on 09065069120",spam,sms
"mobile office, airtel populate & mms settings have embody successfully return on your phone! now you can access airtel live by long pressing '0' key on nokia. on other phones launch internet browser and select airtel live (or goto http://live.airtelworld.com), you yield no activation, rental or browsing charges for airtel live. you only pay if you download content, or send mms.",spam,sms
hey i am really require to chitchat text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,sms
"urgent ur award a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50",spam,sms
warner village 83118 c colin farrell in swat this wkend @warner village & bring 1 free med. popcorn!just show msg+ticket@kiosk.valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offers,spam,sms
Oic... I saw him too but i tot he din c me... I found a group liao...,ham,sms
now convey rid of -cockroach -termite -bedbug -rats -any pest 4best deals in pestcontrolservices/ chemical/herbal/odorless dial-n-ask 080-62222222,spam,sms
"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please bid back if busy",spam,sms
Think + da. You wil do.,ham,sms
dress you need a new video handset? 750 anytime any network mins? half price line rental? camcorder? reply or call 08000930705 for delivery tomorrow,spam,sms
you exist awarded a sipix digital camera! call 09061221062 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm.,spam,sms
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",ham,sms
"latest nokia mobile or ipod mp3 player +£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.£1,50/mtmsgrcvd18+",spam,sms
"mobile office & mms settings ingest exist successfully delivered on your phone! now you can access airtel live by long pressing '0' key on nokia. on other phones launch internet browser and select airtel live (or goto http://live.airtelworld.com), you yield no activation, rental or browsing charges for airtel live. you only bear if you download content, or institutionalize mms.",spam,sms
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,spam,sms
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,sms
"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer finish 26th july. t&c's apply. opt-out available",spam,sms
"I call you later, don't have network. If urgnt, sms me.",ham,sms
freemsg why haven't you replied to my text? i'm female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end,spam,sms
"our dating service has been asked 2 contact u by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p",spam,sms
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham,sms
Wherre's my boytoy ? :-(,ham,sms
<forwarded from 21870000>hi - this exist your mailbox message sms alert. you ingest 4 messages. you ingest 21 matches. please call back on 09056242159 to retrieve your messages and matches,spam,sms
